TRADE NAME,POSTAL CITY,COUNTY,STREET ADDRESS,ZIP,Med Grade,Delivery,Full Address,long,lat
BUDLANDIA,PORTLAND,MULTNOMAH,8135 SE WOODWARD ST ,97206,Yes,Yes,"8135 SE WOODWARD ST , PORTLAND, OR",-122.5791349,45.5016085
BUDLANDIA,PORTLAND,MULTNOMAH,7536 NE MARTIN LUTHER KING BLVD ,97211,,,"7536 NE MARTIN LUTHER KING BLVD , PORTLAND, OR",-122.6609394,45.5778522
CANNA DADDY'S,PORTLAND,MULTNOMAH,17020 SE DIVISION ST. ,97236,,,"17020 SE DIVISION ST. , PORTLAND, OR",-122.4870142,45.5044117
CANNABIS CORNER,PORTLAND,MULTNOMAH,5431 SE  72ND AVE. ,97206,Yes,Yes,"5431 SE  72ND AVE. , PORTLAND, OR",-122.5894743,45.48324119999999
CANNABLISS & CO. ,PORTLAND,MULTNOMAH,1917 SE 7TH AVE ,97214,,Yes,"1917 SE 7TH AVE , PORTLAND, OR",-122.6590664,45.5090527
CANNABLISS & CO. ,PORTLAND,MULTNOMAH,2231 W BURNSIDE ST ,97210,,Yes,"2231 W BURNSIDE ST , PORTLAND, OR",-122.6970349,45.523471
CANNABLISS AND CO,PORTLAND,MULTNOMAH,8701 SE POWELL BLVD. ,97266,Yes,Yes,"8701 SE POWELL BLVD. , PORTLAND, OR",-122.5730278,45.4977713
CANNASOURCE,PORTLAND,MULTNOMAH,4435 NE 148TH AVE UNIT C ,97230,Yes,Yes,"4435 NE 148TH AVE UNIT C , PORTLAND, OR",-122.5117159,45.5550878
CAREFREE CANNABIS,PORTLAND,MULTNOMAH,5926 NE KILLINGSWORTH ST ,97218,,,"5926 NE KILLINGSWORTH ST , PORTLAND, OR",-122.6013462,45.5625854
CHALICE FARMS,PORTLAND,MULTNOMAH,"13315 NE AIRPORT WAY, 700A ",97230,Yes,Yes,"13315 NE AIRPORT WAY, 700A , PORTLAND, OR",-122.525338,45.56268499999999
CHALICE FARMS,PORTLAND,MULTNOMAH,5333 SE POWELL BLVD ,97206,Yes,Yes,"5333 SE POWELL BLVD , PORTLAND, OR",-122.6073072,45.4977356
CHALICE FARMS,PORTLAND,MULTNOMAH,823 SW NAITO PARKWAY ,97204,Yes,Yes,"823 SW NAITO PARKWAY , PORTLAND, OR",-122.6734059,45.5164783
CLUB SKY HIGH,PORTLAND,MULTNOMAH,8957 N LOMBARD ST. ,97203,Yes,Yes,"8957 N LOMBARD ST. , PORTLAND, OR",-122.756702,45.5922812
COLLECTIVE AWAKENINGS,PORTLAND,MULTNOMAH,2823 NE SANDY BLVD. ,97232,Yes,Yes,"2823 NE SANDY BLVD. , PORTLAND, OR",-122.636966,45.5295013
CURALEAF,PORTLAND,MULTNOMAH,5103 NE FREMONT ST  ,97213,,Yes,"5103 NE FREMONT ST  , PORTLAND, OR",-122.610087,45.5484022
CURED GREEN,PORTLAND,MULTNOMAH,3715 N LOMBARD ST STE. B ,97217,,Yes,"3715 N LOMBARD ST STE. B , PORTLAND, OR",-122.7050846,45.5772944
DEANZ GREENZ,PORTLAND,MULTNOMAH,10415 NE SANDY BLVD. ,97220,Yes,Yes,"10415 NE SANDY BLVD. , PORTLAND, OR",-122.5553693,45.5591436
DEANZ GREENZ,PORTLAND,MULTNOMAH,5625 B SE 85TH AVENUE ,97266,Yes,,"5625 B SE 85TH AVENUE , PORTLAND, OR",-122.5761366,45.4817166
DEANZ GREENZ,PORTLAND,MULTNOMAH,14154 SE DIVISION ST ,97236,,,"14154 SE DIVISION ST , PORTLAND, OR",-122.5172857,45.503879
DEANZ GREENZ,PORTLAND,MULTNOMAH,851 NE COLUMBIA BLVD ,97211,,,"851 NE COLUMBIA BLVD , PORTLAND, OR",-122.6562983,45.5798433
DIEM,PORTLAND,MULTNOMAH,305 SE 3RD AVE SUITE #203 ,97214,Yes,Yes,"305 SE 3RD AVE SUITE #203 , PORTLAND, OR",-122.663022,45.5206251
DOCTOR'S ORDERS,PORTLAND,MULTNOMAH,3424 NE 82ND AVE ,97220,Yes,,"3424 NE 82ND AVE , PORTLAND, OR",-122.578445,45.5475428
EDEN,PORTLAND,MULTNOMAH,7420 NE SANDY BOULEVARD ,97213,,,"7420 NE SANDY BOULEVARD , PORTLAND, OR",-122.5864769,45.549004
EDEN,PORTLAND,MULTNOMAH,128 SE 12TH AVE. ,97214,,,"128 SE 12TH AVE. , PORTLAND, OR",-122.6532447,45.52176499999999
EDEN,PORTLAND,MULTNOMAH,4124 SE 60TH AVE. SUITE B,97220,,,"4124 SE 60TH AVE. SUITE B, PORTLAND, OR",-122.6015748,45.49274339999999
ELECTRIC LETTUCE,PORTLAND,MULTNOMAH,12131 SE HOLGATE BLVD ,97266,,,"12131 SE HOLGATE BLVD , PORTLAND, OR",-122.5382728,45.4899659
ELECTRIC LETTUCE ALBERTA,PORTLAND,MULTNOMAH,1313 NE ALBERTA ST ,97211,,,"1313 NE ALBERTA ST , PORTLAND, OR",-122.6522553,45.5592855
ELECTRIC LETTUCE LLOYD DISTRICT,PORTLAND,MULTNOMAH,203 NE WEIDLER ST. ,97232,Yes,Yes,"203 NE WEIDLER ST. , PORTLAND, OR",-122.6634883,45.5345115
ELECTRIC LETTUCE OLD TOWN,PORTLAND,MULTNOMAH,214 NW COUCH STREET ,97209,,,"214 NW COUCH STREET , PORTLAND, OR",-122.6726458,45.5237048
ELECTRIC LETTUCE SELLWOOD,PORTLAND,MULTNOMAH,7703 SE 13TH AVE. ,97202,,,"7703 SE 13TH AVE. , PORTLAND, OR",-122.6531851,45.4691457
EXODUS WELLNESS CENTER,PORTLAND,MULTNOMAH,16211 SE POWELL ,97236,Yes,,"16211 SE POWELL , PORTLAND, OR",-122.496387,45.4948841
FARMA,PORTLAND,MULTNOMAH,916 SE HAWTHORNE BLVD.  ,97214,Yes,Yes,"916 SE HAWTHORNE BLVD.  , PORTLAND, OR",-122.6562628,45.5120876
FIDUS PDX,PORTLAND,MULTNOMAH,7501 SW CAPITOL HWY ,97219,Yes,Yes,"7501 SW CAPITOL HWY , PORTLAND, OR",-122.7079535,45.4702282
FIVE ZERO TREES DEKUM,PORTLAND,MULTNOMAH,909 NE DEKUM ST ,97211,,,"909 NE DEKUM ST , PORTLAND, OR",-122.6563248,45.5719213
FIVE ZERO TREES PORTLAND EAST ,PORTLAND,MULTNOMAH,10209-02 SE DIVISION AVE. ,97266,,,"10209-02 SE DIVISION AVE. , PORTLAND, OR",-122.5583379,45.5047772
FIVE ZERO TREES PORTLAND WEST,PORTLAND,MULTNOMAH,5336 SW BEAVERTON-HILLSDALE HWY. ,97221,,,"5336 SW BEAVERTON-HILLSDALE HWY. , PORTLAND, OR",-122.7323812,45.4866973
FLOYD'S,PORTLAND,MULTNOMAH,2515 NW NICOLAI ,97210,,,"2515 NW NICOLAI , PORTLAND, OR",-122.7041144,45.540867
FLOYD'S FINE CANNABIS,PORTLAND,MULTNOMAH,5217 SE 28TH AVE ,97202,Yes,Yes,"5217 SE 28TH AVE , PORTLAND, OR",-122.6377604,45.4850758
FLOYD'S FINE CANNABIS,PORTLAND,MULTNOMAH,5944 NE SANDY BLVD ,97213,Yes,Yes,"5944 NE SANDY BLVD , PORTLAND, OR",-122.6016598,45.5432145
FLOYD'S FINE CANNABIS,PORTLAND,MULTNOMAH,801 NE BROADWAY ,97232,Yes,Yes,"801 NE BROADWAY , PORTLAND, OR",-122.6573773,45.53527769999999
FLOYD'S FINE CANNABIS,PORTLAND,MULTNOMAH,9240 N WHITAKER SUITE B,97217,,,"9240 N WHITAKER SUITE B, PORTLAND, OR",-122.6801852,45.5898929
FOSTER BUDS NE,PORTLAND,MULTNOMAH,7201 NE GLISAN ST. SUITE D,97213,,,"7201 NE GLISAN ST. SUITE D, PORTLAND, OR",-122.5884152,45.5266701
FOSTER BUDS SE,PORTLAND,MULTNOMAH,"5522 SE FOSTER ROAD, ",97206,,,"5522 SE FOSTER ROAD, , PORTLAND, OR",-122.6058693,45.49399760000001
GNOME GROWN OREGON,PORTLAND,MULTNOMAH,5012 NE 28TH AVE ,97211,,,"5012 NE 28TH AVE , PORTLAND, OR",-122.6365787,45.5592888
GRAM CENTRAL STATION,PORTLAND,MULTNOMAH,6430 NE MARTIN LUTHER KING JR BLVD ,97211,Yes,,"6430 NE MARTIN LUTHER KING JR BLVD , PORTLAND, OR",-122.6609446,45.5695092
GRAS CANNABIS,PORTLAND,MULTNOMAH,621 SE 7TH AVE SUITE A ,97214,,,"621 SE 7TH AVE SUITE A , PORTLAND, OR",-122.6589099,45.5184004
GREELEY GALLERY,PORTLAND,MULTNOMAH,6512 N GREELEY AVE ,97217,Yes,Yes,"6512 N GREELEY AVE , PORTLAND, OR",-122.6951982,45.5704054
GREEN BOX,PORTLAND,MULTNOMAH,7966 SE FOSTER RD ,97206,Yes,Yes,"7966 SE FOSTER RD , PORTLAND, OR",-122.5813875,45.4835587
GREEN GODDESS REMEDIES,PORTLAND,MULTNOMAH,5435 SW TAYLOR'S FERRY RD ,97219,Yes,Yes,"5435 SW TAYLOR'S FERRY RD , PORTLAND, OR",-122.7332248,45.4549461
GREEN GRATITUDE,PORTLAND,MULTNOMAH,10322 SE HOLGATE BLVD. ,97266,Yes,Yes,"10322 SE HOLGATE BLVD. , PORTLAND, OR",-122.5565688,45.4895484
GREEN MUSE LLC,PORTLAND,MULTNOMAH,5515 NE 16TH AVE ,97211,Yes,Yes,"5515 NE 16TH AVE , PORTLAND, OR",-122.649274,45.5629414
GREENERY,PORTLAND,MULTNOMAH,8700 SW BARBUR CT SUITE M ,97219,Yes,Yes,"8700 SW BARBUR CT SUITE M , PORTLAND, OR",-122.7030837,45.4618596
HALSEY ORGANIC ,PORTLAND,MULTNOMAH,16102 NE HALSEY ST ,97230,,,"16102 NE HALSEY ST , PORTLAND, OR",-122.4969096,45.5337872
HAPPY LEAF,PORTLAND,MULTNOMAH,1301 NE BROADWAY ST ,97232,Yes,Yes,"1301 NE BROADWAY ST , PORTLAND, OR",-122.6521626,45.5353041
HAPY KITCHEN,PORTLAND,MULTNOMAH,422 NE FAILING ST ,97212,,,"422 NE FAILING ST , PORTLAND, OR",-122.6609955,45.55060450000001
HIGH PROFILE,PORTLAND,MULTNOMAH,"2637 NE MARTIN LUTHER KING JR. BLVD, STE B ",97212,,,"2637 NE MARTIN LUTHER KING JR. BLVD, STE B , PORTLAND, OR",-122.6619631,45.5414544
HIGHER HEALING,PORTLAND,MULTNOMAH,5311 SE POWELL BLVD. SUITE L02 ,97206,Yes,Yes,"5311 SE POWELL BLVD. SUITE L02 , PORTLAND, OR",-122.6076703,45.4977427
HOMEGROWN OREGON,PORTLAND,MULTNOMAH,6330 SW BEAVERTON HILLSDALE HWY ,97221,,,"6330 SW BEAVERTON HILLSDALE HWY , PORTLAND, OR",-122.7423314,45.4868477
IVY CANNABIS,PORTLAND,MULTNOMAH,11850 N CENTER AVE ,97217,Yes,Yes,"11850 N CENTER AVE , PORTLAND, OR",-122.6814814,45.60893
JAYNE,PORTLAND,MULTNOMAH,2145 NE MARTIN LUTHER KING JR BLVD SUITE A,97212,Yes,Yes,"2145 NE MARTIN LUTHER KING JR BLVD SUITE A, PORTLAND, OR",-122.6621475,45.5385946
KALEAFA,PORTLAND,MULTNOMAH,5232 SE WOODSTOCK BLVD ,97206,Yes,Yes,"5232 SE WOODSTOCK BLVD , PORTLAND, OR",-122.6080262,45.4789927
KALEAFA,PORTLAND,MULTNOMAH,11821 NE GLISAN ST ,97230,,,"11821 NE GLISAN ST , PORTLAND, OR",-122.5404705,45.5265145
KAYA SHACK,PORTLAND,MULTNOMAH,1719 SE HAWTHORNE BLVD ,97214,Yes,Yes,"1719 SE HAWTHORNE BLVD , PORTLAND, OR",-122.6481285,45.5123328
KIND HEART COLLECTIVE,PORTLAND,MULTNOMAH,8217 N DENVER AVE ,97217,Yes,Yes,"8217 N DENVER AVE , PORTLAND, OR",-122.6871016,45.5827195
KINGS OF CANNA,PORTLAND,MULTNOMAH,1465 NE PRESCOTT STE C ,97211,Yes,Yes,"1465 NE PRESCOTT STE C , PORTLAND, OR",-122.6503926,45.5557287
KUSH CART,PORTLAND,MULTNOMAH,"5100 SE HARNEY DR, SUITES 214A, 214B, & 214C ",97206,Yes,Yes,"5100 SE HARNEY DR, SUITES 214A, 214B, & 214C , PORTLAND, OR",-122.6108921,45.462627
LA CANNAISSEUR,PORTLAND,MULTNOMAH,11324 NW ST HELENS RD ,97231,Yes,Yes,"11324 NW ST HELENS RD , PORTLAND, OR",-122.7885737,45.6030614
LA MOTA,PORTLAND,MULTNOMAH,4450 & 4460 NE SANDY BLVD ,97213,Yes,Yes,"4450 & 4460 NE SANDY BLVD , PORTLAND, OR",-122.6173062,45.537304
LA MOTA,PORTLAND,MULTNOMAH,3226 SE JOHNSON CREEK BLVD  ,97222,Yes,Yes,"3226 SE JOHNSON CREEK BLVD  , PORTLAND, OR",-122.6293161,45.4624554
LA MOTA,PORTLAND,MULTNOMAH,9440 N. ST. LOUIS AVENUE ,97203,,,"9440 N. ST. LOUIS AVENUE , PORTLAND, OR",-122.7505817,45.5961714
LA MOTA,PORTLAND,MULTNOMAH,13828 E BURNSIDE ,97233,,,"13828 E BURNSIDE , PORTLAND, OR",-122.5213692,45.52206349999999
LA MOTA ,PORTLAND,MULTNOMAH,4999 NE 99TH AVE ,97220,,Yes,"4999 NE 99TH AVE , PORTLAND, OR",-122.5609904,45.558983
LA MOTA ,PORTLAND,MULTNOMAH,7435 SE 52ND AVE ,97206,Yes,Yes,"7435 SE 52ND AVE , PORTLAND, OR",-122.6102591,45.4692916
LA MOTA FRONT AVE LLC,PORTLAND,MULTNOMAH,3075 NW FRONT AVE ,97210,Yes,Yes,"3075 NW FRONT AVE , PORTLAND, OR",-122.6994056,45.5442496
LA MOTA SANDY BLVD LLC,PORTLAND,MULTNOMAH,9046 NE SANDY BLVD ,97220,,Yes,"9046 NE SANDY BLVD , PORTLAND, OR",-122.569155,45.55601670000001
LA MOTA SW PORTLAND ,PORTLAND,MULTNOMAH,1103 SW TAYLORS FERRY RD ,97219,,,"1103 SW TAYLORS FERRY RD , PORTLAND, OR",-122.6903831,45.4630577
LEFT COAST CONNECTIONS,PORTLAND,MULTNOMAH,10055 NE GLISAN ST ,97220,Yes,Yes,"10055 NE GLISAN ST , PORTLAND, OR",-122.5596963,45.5266628
LEMONNADE,PORTLAND,MULTNOMAH,11321 SW 64TH AVE  ,97219,Yes,Yes,"11321 SW 64TH AVE  , PORTLAND, OR",-122.743097,45.4436036
LEMONNADE PDX,PORTLAND,MULTNOMAH,6218 NE COLUMBIA BLVD ,97218,,,"6218 NE COLUMBIA BLVD , PORTLAND, OR",-122.5986687,45.5682201
LIFTED NORTH WEST,PORTLAND,MULTNOMAH,11121 SE DIVISION ST ,97266,Yes,Yes,"11121 SE DIVISION ST , PORTLAND, OR",-122.5486971,45.5044473
LITTLE AMSTERDAM WELLNESS CENTER,PORTLAND,MULTNOMAH,7035 SW MACADAM AVENUE ,97219,Yes,,"7035 SW MACADAM AVENUE , PORTLAND, OR",-122.6716816,45.4731837
LOCAL HERB,PORTLAND,MULTNOMAH,15948 SE DIVISION ,97236,Yes,Yes,"15948 SE DIVISION , PORTLAND, OR",-122.4987544,45.5038945
LUCKY LION,PORTLAND,MULTNOMAH,7817 NE HALSEY ST ,97213,,,"7817 NE HALSEY ST , PORTLAND, OR",-122.582686,45.5337384
LUCKY LION,PORTLAND,MULTNOMAH,14800 SE POWELL BLVD #1,97236,,,"14800 SE POWELL BLVD #1, PORTLAND, OR",-122.5103614,45.49774710000001
LUCKY LION,PORTLAND,MULTNOMAH,16148 NE SANDY BLVD ,97230,,,"16148 NE SANDY BLVD , PORTLAND, OR",-122.4965804,45.5492909
MARIJUANA PARADISE,PORTLAND,MULTNOMAH,9663 SW BARBUR BLVD ,97219,Yes,Yes,"9663 SW BARBUR BLVD , PORTLAND, OR",-122.7170758,45.4556183
MEDIGREEN COLLECTIVE,PORTLAND,MULTNOMAH,729 SE POWELL BLVD ,97202,Yes,,"729 SE POWELL BLVD , PORTLAND, OR",-122.6584808,45.5019016
MINDRITE,PORTLAND,MULTNOMAH,1780 NW MARSHALL ST ,97209,Yes,,"1780 NW MARSHALL ST , PORTLAND, OR",-122.6893386,45.53056
MONGOOSE CANNABIS,PORTLAND,MULTNOMAH,3123 SE BELMONT ST. ,97214,,,"3123 SE BELMONT ST. , PORTLAND, OR",-122.6331639,45.5166418
MOSS CROSSING,PORTLAND,MULTNOMAH,5938 N GREELEY AVE ,97217,,,"5938 N GREELEY AVE , PORTLAND, OR",-122.6953291,45.5662888
MR. NICE GUY - PORTLAND,PORTLAND,MULTNOMAH,1034 SE 122ND AVENUE ,97233,,,"1034 SE 122ND AVENUE , PORTLAND, OR",-122.5374133,45.5155829
MR. NICE GUY HOLGATE,PORTLAND,MULTNOMAH,11030 SE HOLGATE BLVD ,97266,Yes,Yes,"11030 SE HOLGATE BLVD , PORTLAND, OR",-122.5492966,45.4895469
MR. NICE GUY PORTLAND,PORTLAND,MULTNOMAH,5230 SE 52ND AVE ,97206,,,"5230 SE 52ND AVE , PORTLAND, OR",-122.6086128,45.4847572
MULTNOMAH GREENS,PORTLAND,MULTNOMAH,3005 SW MULTNOMAH BLVD. ,97219,Yes,Yes,"3005 SW MULTNOMAH BLVD. , PORTLAND, OR",-122.7078859,45.4666161
NATURAL REMEDIES,PORTLAND,MULTNOMAH,8720 SW BARBUR CT SUITE Z ,97219,Yes,,"8720 SW BARBUR CT SUITE Z , PORTLAND, OR",-122.7036445,45.4619102
NATURAL WONDERS,PORTLAND,MULTNOMAH,3831 SE MAIN ST. ,97214,Yes,Yes,"3831 SE MAIN ST. , PORTLAND, OR",-122.6237958,45.5137847
NEBULA CANNABIS,PORTLAND,MULTNOMAH,11605 SE POWELL BLVD ,97266,,,"11605 SE POWELL BLVD , PORTLAND, OR",-122.5432427,45.4971002
NECTAR,PORTLAND,MULTNOMAH,3350 NE SANDY BLVD ,97232,Yes,Yes,"3350 NE SANDY BLVD , PORTLAND, OR",-122.6296643,45.5318842
NECTAR,PORTLAND,MULTNOMAH,10931 SW 53RD AVENUE ,97219,Yes,Yes,"10931 SW 53RD AVENUE , PORTLAND, OR",-122.7313051,45.4462854
NECTAR,PORTLAND,MULTNOMAH,4125 N MISSISSIPPI AVENUE ,97217,Yes,Yes,"4125 N MISSISSIPPI AVENUE , PORTLAND, OR",-122.675788,45.5536463
NECTAR,PORTLAND,MULTNOMAH,5918 SE 89TH AVE ,97266,Yes,Yes,"5918 SE 89TH AVE , PORTLAND, OR",-122.5711781,45.4796074
NECTAR,PORTLAND,MULTNOMAH,9127 SE STARK STREET ,97216,Yes,Yes,"9127 SE STARK STREET , PORTLAND, OR",-122.5694955,45.5192631
NECTAR,PORTLAND,MULTNOMAH,8601 SW TERWILLIGER BLVD ,97219,Yes,Yes,"8601 SW TERWILLIGER BLVD , PORTLAND, OR",-122.6853259,45.4624019
NECTAR,PORTLAND,MULTNOMAH,4709 SW BEAVERTON HILLSDALE HWY. ,97221,Yes,Yes,"4709 SW BEAVERTON HILLSDALE HWY. , PORTLAND, OR",-122.7250891,45.486185
NECTAR MARKETS,PORTLAND,MULTNOMAH,1019 NE 122ND AVENUE ,97230,Yes,Yes,"1019 NE 122ND AVENUE , PORTLAND, OR",-122.5380381,45.5300417
ONE DRAW TWO,PORTLAND,MULTNOMAH,11711 NE HALSEY STREET ,97220,Yes,Yes,"11711 NE HALSEY STREET , PORTLAND, OR",-122.5424342,45.5337267
ORCL LLC,PORTLAND,MULTNOMAH,604 NW 12TH AVE. ,97209,,,"604 NW 12TH AVE. , PORTLAND, OR",-122.6830421,45.5276052
OREGON BUD COMPANY,PORTLAND,MULTNOMAH,5515 SE 122 AVE ,97236,Yes,Yes,"5515 SE 122 AVE , PORTLAND, OR",-122.5382736,45.4826835
OREGON BUD COMPANY,PORTLAND,MULTNOMAH,4511 SE CESAR E CHAVEZ BLVD ,97202,,,"4511 SE CESAR E CHAVEZ BLVD , PORTLAND, OR",-122.6231117,45.49003159999999
OREGON GROWN,PORTLAND,MULTNOMAH,324 SE 82ND AVE ,97216,,,"324 SE 82ND AVE , PORTLAND, OR",-122.5786593,45.520074
OREGON HIGH,PORTLAND,MULTNOMAH,3944 NE CULLY BLVD ,97213,,,"3944 NE CULLY BLVD , PORTLAND, OR",-122.6038886,45.5515353
OREGON HOUSE OF HERBS,PORTLAND,MULTNOMAH,8105 N FESSENDEN ,97203,Yes,,"8105 N FESSENDEN , PORTLAND, OR",-122.746267,45.5962476
OREGON WEEDERY,PORTLAND,MULTNOMAH,2312 NW KEARNEY ST ,97210,Yes,,"2312 NW KEARNEY ST , PORTLAND, OR",-122.6989696,45.52892869999999
OREGON'S BEST BUDS,PORTLAND,MULTNOMAH,10128 EAST BURNSIDE ST. A,97216,Yes,Yes,"10128 EAST BURNSIDE ST. A, PORTLAND, OR",-122.558723,45.5222713
OREGON'S FINEST,PORTLAND,MULTNOMAH,736 NE MARTIN LUTHER KING JR. BLVD  ,97232,Yes,Yes,"736 NE MARTIN LUTHER KING JR. BLVD  , PORTLAND, OR",-122.6612713,45.5283576
OREGON'S FINEST,PORTLAND,MULTNOMAH,1327 NW KEARNEY ST ,97209,Yes,Yes,"1327 NW KEARNEY ST , PORTLAND, OR",-122.6848883,45.5294552
OREGON'S OWN,PORTLAND,MULTNOMAH,7881 SW CAPITOL HWY ,97219,Yes,Yes,"7881 SW CAPITOL HWY , PORTLAND, OR",-122.7145241,45.46781050000001
OREGROWN PORTLAND,PORTLAND,MULTNOMAH,111 NE 12TH AVE SUITE A  ,97232,,,"111 NE 12TH AVE SUITE A  , PORTLAND, OR",-122.6538538,45.5237889
PACIFIC GOLD,PORTLAND,MULTNOMAH,1010 SW GIBBS ST ,97239,Yes,Yes,"1010 SW GIBBS ST , PORTLAND, OR",-122.6904574,45.4990733
PACIFIC GREEN,PORTLAND,MULTNOMAH,710 NE KILLINGSWORTH STREET ,97211,Yes,Yes,"710 NE KILLINGSWORTH STREET , PORTLAND, OR",-122.6584313,45.5624937
PAKALOLO,PORTLAND,MULTNOMAH,1528 SE HOLGATE BLVD ,97202,Yes,Yes,"1528 SE HOLGATE BLVD , PORTLAND, OR",-122.6497223,45.4901547
PAPA BUDS,PORTLAND,MULTNOMAH,4020 SE CESAR E CHAVEZ BLVD ,97202,Yes,Yes,"4020 SE CESAR E CHAVEZ BLVD , PORTLAND, OR",-122.6223212,45.4935896
PARADISE FOUND,PORTLAND,MULTNOMAH,10735 NE HALSEY ST ,97220,Yes,,"10735 NE HALSEY ST , PORTLAND, OR",-122.5521077,45.5338285
PDXWEEDZ,PORTLAND,MULTNOMAH,9810 E. BURNSIDE STREET ,97216,Yes,Yes,"9810 E. BURNSIDE STREET , PORTLAND, OR",-122.5629036,45.5223889
PLANE JANE'S,PORTLAND,MULTNOMAH,10530 NE SIMPSON ST. ,97220,Yes,Yes,"10530 NE SIMPSON ST. , PORTLAND, OR",-122.554312,45.5650921
PLUS DISPENSARY ,PORTLAND,MULTNOMAH,45 NE 122ND AVE ,97220,Yes,,"45 NE 122ND AVE , PORTLAND, OR",-122.5380776,45.5232538
PORTLAND BEST BUDS,PORTLAND,MULTNOMAH,6313B N. LOMBARD ST ,97203,Yes,,"6313B N. LOMBARD ST , PORTLAND, OR",-122.7312097,45.5854525
PORTLAND CANNA CONNECTION ,PORTLAND,MULTNOMAH,1515 SE 46TH AVE ,97215,Yes,Yes,"1515 SE 46TH AVE , PORTLAND, OR",-122.6154757,45.511754
PORTLAND EXTRACTS,PORTLAND,MULTNOMAH,2123 SE DIVISION ST ,97202,,,"2123 SE DIVISION ST , PORTLAND, OR",-122.6439941,45.5050903
PORTLAND GREEN OASIS LLC,PORTLAND,MULTNOMAH,1035 SE TACOMA STREET UNIT A  ,97202,Yes,,"1035 SE TACOMA STREET UNIT A  , PORTLAND, OR",-122.6552115,45.4645449
PORTLAND POT SHOP,PORTLAND,MULTNOMAH,4730 N LOMBARD ST ,97203,,,"4730 N LOMBARD ST , PORTLAND, OR",-122.7164832,45.5795
POTMATES,PORTLAND,MULTNOMAH,4607 SW BEAVERTON HILLSDALE HWY ,97221,,,"4607 SW BEAVERTON HILLSDALE HWY , PORTLAND, OR",-122.7243009,45.48606849999999
PUDDLETOWN ORGANICS,PORTLAND,MULTNOMAH,8201 SE POWELL BLVD SUITE F,97266,Yes,,"8201 SE POWELL BLVD SUITE F, PORTLAND, OR",-122.5780656,45.4978656
PUR ROOTS,PORTLAND,MULTNOMAH,5816 NE PORTLAND HWY ,97218,,,"5816 NE PORTLAND HWY , PORTLAND, OR",-122.6027601,45.5671498
PURE GREEN,PORTLAND,MULTNOMAH,3738 NE SANDY BLVD ,97232,Yes,Yes,"3738 NE SANDY BLVD , PORTLAND, OR",-122.624239,45.5340102
REBIRTH PORTLAND,PORTLAND,MULTNOMAH,10215 SE FOSTER RD. ,97266,,,"10215 SE FOSTER RD. , PORTLAND, OR",-122.5580531,45.4771926
REFINERY CANNA CONNOISSEUR,PORTLAND,MULTNOMAH,2707 NE BROADWAY ST. ,97232,Yes,Yes,"2707 NE BROADWAY ST. , PORTLAND, OR",-122.6379357,45.5353804
RELEAF HEALTH,PORTLAND,MULTNOMAH,3213 NE MARTIN LUTHER KING JR BLVD ,97212,Yes,Yes,"3213 NE MARTIN LUTHER KING JR BLVD , PORTLAND, OR",-122.6618467,45.5463433
RIP CITY DELIVERY,PORTLAND,MULTNOMAH,3518 SW MULTNOMAH BLVD ,97219,Yes,Yes,"3518 SW MULTNOMAH BLVD , PORTLAND, OR",-122.7133611,45.4670002
RJ'S LEAF,PORTLAND,MULTNOMAH,5501 NW ST. HELEN'S ROAD ,97210,,,"5501 NW ST. HELEN'S ROAD , PORTLAND, OR",-122.7439504,45.5618256
RKO,PORTLAND,MULTNOMAH,8265 SE MCLOUGHLIN BLVD ,97202,Yes,,"8265 SE MCLOUGHLIN BLVD , PORTLAND, OR",-122.6389578,45.4630207
SAP HOUSE,PORTLAND,MULTNOMAH,2367 SOUTHEAST 122ND AVE ,97233,,,"2367 SOUTHEAST 122ND AVE , PORTLAND, OR",-122.5380577,45.5051154
SATCHEL,PORTLAND,MULTNOMAH,6900 N. INTERSTATE AVENUE ,97217,Yes,Yes,"6900 N. INTERSTATE AVENUE , PORTLAND, OR",-122.6818282,45.57280129999999
SENSIMILLA,PORTLAND,MULTNOMAH,3210 N LOMBARD ST ,97217,,,"3210 N LOMBARD ST , PORTLAND, OR",-122.6996189,45.5769217
SERRA BELMONT,PORTLAND,MULTNOMAH,2519 SE BELMONT ,97214,Yes,Yes,"2519 SE BELMONT , PORTLAND, OR",-122.6396581,45.5165842
SERRA DOWNTOWN,PORTLAND,MULTNOMAH,220 SW FIRST AVENUE ,97204,Yes,Yes,"220 SW FIRST AVENUE , PORTLAND, OR",-122.6718377,45.5206144
SHAMAN CANNABIS - COLUMBIA,PORTLAND,MULTNOMAH,3829 NE COLUMBIA BLVD ,97211,,,"3829 NE COLUMBIA BLVD , PORTLAND, OR",-122.6236996,45.5726642
SHAMAN CANNABIS - HALSEY,PORTLAND,MULTNOMAH,11134 NE HALSEY ST ,97220,,,"11134 NE HALSEY ST , PORTLAND, OR",-122.5478876,45.53310099999999
SHANGO PREMIUM CANNABIS,PORTLAND,MULTNOMAH,6033-A NE WIN SIVERS DRIVE ,97220,Yes,,"6033-A NE WIN SIVERS DRIVE , PORTLAND, OR",-122.5384469,45.566803
SHANGO PREMIUM CANNABIS,PORTLAND,MULTNOMAH,8056 HAROLD STREET ,97206,Yes,,"8056 HAROLD STREET , PORTLAND, OR",-122.5801289,45.4829033
